"CaseMasterID","PoliceStationID","CaseStatusID","CrimeRegisteredDate"
"921","73","1","2024-12-15"
"922","939","1","2023-03-13"
"923","946","1","2026-07-03"
"924","1062","3","2024-04-17"
"925","987","1","2023-09-02"
"926","39","2","2023-01-29"
"927","266","2","2024-07-30"
"928","413","1","2025-12-01"
"929","380","4","2025-01-17"
"930","509","2","2026-04-18"
"931","305","1","2024-05-12"
"932","159","4","2023-11-05"
"933","101","3","2025-05-23"
"934","1035","1","2024-04-23"
"935","898","1","2025-04-21"
"936","596","2","2024-01-07"
"937","582","3","2023-08-26"
"938","793","1","2026-06-23"
"939","216","3","2023-10-10"
"940","994","1","2023-09-26"
"941","925","1","2026-04-08"
"942","1062","1","2025-05-18"
"943","844","2","2023-05-11"
"944","1096","1","2025-10-10"
"945","496","1","2023-01-22"
"946","362","4","2025-12-23"
"947","616","2","2023-01-30"
"948","359","3","2026-03-24"
"949","843","3","2025-07-20"
"950","582","3","2025-07-20"
"951","319","1","2024-11-03"
"952","56","4","2023-03-19"
"953","1121","1","2025-06-19"
"954","1095","1","2025-11-05"
"955","991","1","2023-06-15"
"956","395","1","2023-01-24"
"957","126","4","2025-05-30"
"958","556","2","2025-08-10"
"959","542","3","2024-03-10"
"960","289","3","2024-02-19"
"961","124","1","2025-03-25"
"962","925","2","2023-08-23"
"963","984","3","2023-03-03"
"964","471","2","2024-04-16"
"965","420","2","2025-04-14"
"966","353","3","2026-04-10"
"967","536","1","2025-08-15"
"968","15","3","2026-07-05"
"969","1109","3","2026-01-04"
"970","948","3","2024-03-31"
"971","1102","1","2026-05-03"
"972","247","3","2025-12-12"
"973","139","2","2026-03-30"
"974","182","2","2023-04-19"
"975","117","1","2026-06-02"
"976","377","3","2026-02-05"
"977","766","3","2025-05-13"
"978","806","1","2025-07-07"
"979","512","2","2024-06-30"
"980","873","1","2025-02-26"
"981","587","2","2024-08-12"
"982","335","1","2023-12-31"
"983","204","1","2024-06-12"
"984","115","1","2026-01-10"
"985","72","3","2025-10-12"
"986","953","2","2024-07-06"
"987","569","3","2023-06-01"
"988","639","3","2026-01-02"
"989","277","1","2025-08-27"
"990","798","3","2026-04-02"
"991","80","1","2025-03-25"
"992","302","1","2023-04-12"
"993","115","2","2023-01-31"
"994","931","1","2025-07-27"
"995","880","2","2024-01-19"
"996","692","3","2026-05-16"
"997","452","1","2026-03-24"
"998","45","1","2024-11-28"
"999","807","3","2025-07-23"
"1000","212","1","2023-08-15"
"1001","288","3","2025-04-15"
"1002","382","2","2023-12-01"
"1003","277","2","2024-08-25"
"1004","601","1","2026-03-13"
"1005","548","1","2023-08-26"
"1006","667","4","2023-01-22"
"1007","878","1","2026-04-29"
"1008","1058","3","2025-12-02"
"1009","1124","2","2023-05-09"
"1010","199","1","2024-12-28"
"1011","858","2","2026-04-16"
"1012","110","1","2026-01-28"
"1013","87","1","2025-06-20"
"1014","408","3","2023-08-04"
"1015","583","2","2024-02-18"
"1016","712","3","2025-09-28"
"1017","347","2","2025-02-20"
"1018","904","2","2024-04-19"
"1019","701","1","2023-11-18"
"1020","86","1","2026-07-10"
"1021","46","3","2025-09-08"
"1022","1007","1","2024-09-21"
"1023","786","1","2023-05-03"
"1024","971","3","2024-02-20"
"1025","511","2","2026-07-05"
"1026","884","2","2024-12-01"
"1027","815","3","2025-01-03"
"1028","955","3","2024-05-06"
"1029","984","1","2026-01-04"
"1030","814","3","2026-06-18"
"1031","354","3","2024-01-29"
"1032","405","1","2023-08-28"
"1033","924","2","2024-11-01"
"1034","760","2","2025-03-06"
"1035","288","1","2023-06-06"
"1036","1035","2","2024-01-29"
"1037","64","3","2023-01-13"
"1038","971","2","2026-05-04"
"1039","853","2","2023-02-06"
"1040","1120","4","2026-02-24"
"1041","151","3","2025-03-22"
"1042","1106","2","2024-10-26"
"1043","154","3","2025-10-09"
"1044","1111","1","2025-07-01"
"1045","795","1","2025-04-25"
"1046","796","3","2025-10-31"
"1047","367","2","2023-06-25"
"1048","352","3","2026-03-06"
"1049","450","1","2023-02-02"
"1050","627","3","2023-06-09"
"1051","17","3","2024-07-31"
"1052","226","1","2023-08-30"
"1053","914","3","2023-05-22"
"1054","240","3","2023-09-02"
"1055","568","3","2026-07-09"
"1056","537","1","2023-08-02"
"1057","827","2","2024-09-22"
"1058","843","1","2025-07-13"
"1059","796","2","2026-07-10"
"1060","691","3","2025-12-07"
"1061","438","1","2025-10-26"
"1062","347","2","2025-05-06"
"1063","752","1","2024-06-23"
"1064","814","1","2023-01-20"
"1065","159","3","2025-04-10"
"1066","443","2","2024-04-26"
"1067","455","3","2025-07-15"
"1068","1047","3","2024-03-14"
"1069","551","2","2024-09-10"
"1070","198","2","2023-06-24"
"1071","318","1","2024-01-31"
"1072","481","3","2025-07-11"
"1073","58","1","2024-04-21"
"1074","874","1","2024-02-18"
"1075","67","3","2025-03-26"
"1076","205","3","2024-02-15"
"1077","532","3","2025-09-17"
"1078","909","3","2026-02-04"
"1079","955","1","2023-09-15"
"1080","389","2","2023-08-26"
"1081","702","3","2026-05-07"
"1082","244","2","2024-06-23"
"1083","725","1","2023-07-21"
"1084","729","2","2023-04-02"
"1085","87","2","2024-02-29"
"1086","930","1","2023-08-16"
"1087","494","3","2025-03-28"
"1088","333","2","2024-09-19"
"1089","184","1","2023-02-20"
"1090","746","2","2024-09-27"
"1091","308","1","2026-05-08"
"1092","586","2","2025-05-05"
"1093","855","4","2024-08-21"
"1094","679","1","2025-04-25"
"1095","334","1","2023-02-26"
"1096","188","2","2024-10-07"
"1097","130","1","2023-09-08"
"1098","184","1","2025-11-18"
"1099","5","4","2025-06-25"
"1100","280","2","2025-05-01"
"1101","225","2","2024-11-15"
"1102","545","3","2024-04-26"
"1103","490","3","2024-10-13"
"1104","458","3","2026-07-07"
"1105","320","2","2026-06-09"
"1106","262","2","2023-08-27"
"1107","258","2","2023-08-09"
"1108","169","1","2025-09-01"
"1109","564","1","2023-07-20"
"1110","1088","2","2024-11-30"
"1111","1018","1","2026-02-21"
"1112","66","1","2023-02-20"
"1113","1031","3","2024-01-02"
"1114","956","1","2025-06-15"
"1115","750","4","2025-10-26"
"1116","178","1","2023-04-18"
"1117","110","1","2024-02-27"
"1118","534","1","2023-10-29"
"1119","380","3","2023-07-08"
"1120","875","3","2024-06-18"
"1121","827","3","2025-11-20"
"1122","326","2","2024-08-03"
"1123","592","1","2023-05-26"
"1124","294","2","2025-07-05"
"1125","781","2","2023-05-27"
"1126","74","2","2023-09-07"
"1127","791","3","2023-09-06"
"1128","956","1","2024-12-08"
"1129","947","3","2024-07-27"
"1130","86","1","2024-06-10"
"1131","873","2","2024-10-18"
"1132","602","1","2025-01-05"
"1133","749","1","2025-07-24"
"1134","414","2","2026-05-14"
"1135","387","3","2026-02-07"
"1136","453","3","2023-03-04"
"1137","600","3","2025-09-27"
"1138","819","1","2023-08-31"
"1139","401","2","2026-05-03"
"1140","696","2","2025-05-28"
"1141","169","2","2023-11-12"
"1142","564","3","2024-08-19"
"1143","127","2","2025-06-20"
"1144","497","3","2025-06-06"
"1145","1017","1","2024-07-09"
"1146","1000","1","2023-08-05"
"1147","211","3","2025-11-13"
"1148","1002","2","2025-05-23"
"1149","249","1","2024-04-24"
"1150","668","3","2025-11-10"
"1151","1063","3","2024-05-24"
"1152","250","1","2023-08-18"
"1153","198","2","2025-10-24"
"1154","770","3","2026-04-21"
"1155","345","4","2023-03-22"
"1156","979","2","2023-04-21"
"1157","743","1","2024-05-16"
"1158","254","3","2025-11-15"
"1159","165","2","2024-04-05"
"1160","949","3","2023-09-09"
"1161","82","3","2025-05-10"
"1162","1006","3","2025-12-24"
"1163","7","1","2026-03-17"
"1164","1082","1","2025-05-27"
"1165","1103","3","2023-07-29"
"1166","524","4","2026-05-07"
"1167","93","2","2025-01-04"
"1168","806","2","2023-06-16"
"1169","465","3","2025-11-06"
"1170","707","1","2026-05-28"
"1171","976","3","2025-05-09"
"1172","166","3","2024-12-13"
"1173","766","4","2023-06-24"
"1174","1087","2","2023-10-25"
"1175","197","2","2023-11-03"
"1176","97","1","2025-01-30"
"1177","510","1","2026-04-10"
"1178","632","1","2024-01-19"
"1179","1094","3","2023-01-27"
"1180","441","4","2026-01-20"
"1181","234","3","2024-08-27"
"1182","722","1","2026-06-20"
"1183","159","1","2024-02-08"
"1184","644","2","2025-10-11"
"1185","648","1","2024-06-17"
"1186","224","1","2025-02-16"
"1187","613","1","2024-12-07"
"1188","1108","3","2024-09-28"
"1189","98","1","2025-11-13"
"1190","533","2","2026-04-22"
"1191","410","3","2025-06-08"
"1192","361","2","2026-05-06"
"1193","151","1","2024-09-09"
"1194","1004","4","2024-02-05"
"1195","287","2","2024-03-05"
"1196","903","3","2025-10-08"
"1197","699","1","2025-06-29"
"1198","765","4","2023-01-26"
"1199","232","3","2025-10-09"
"1200","946","3","2024-02-28"
"1201","708","3","2026-01-27"
"1202","850","1","2024-06-05"
"1203","820","3","2025-12-17"
"1204","32","3","2026-05-28"
"1205","754","3","2024-02-11"
"1206","617","1","2023-11-20"
"1207","278","2","2024-03-11"
"1208","591","1","2023-06-30"
"1209","813","2","2024-02-16"
"1210","277","3","2023-07-13"
"1211","939","3","2026-03-05"
"1212","456","1","2024-08-07"
"1213","1019","1","2025-08-19"
"1214","253","1","2026-04-18"
"1215","692","3","2023-01-03"
"1216","1078","1","2024-11-07"
"1217","151","1","2023-08-31"
"1218","109","1","2023-07-12"
"1219","1015","2","2025-02-22"
"1220","477","4","2023-01-04"
"1221","44","1","2023-07-07"
"1222","64","4","2026-05-12"
"1223","840","3","2024-02-06"
"1224","770","3","2024-05-12"
"1225","244","2","2023-10-15"
"1226","135","3","2025-10-29"
"1227","1115","1","2026-03-03"
"1228","15","3","2024-07-09"
"1229","973","1","2023-05-17"
"1230","693","3","2023-03-25"
"1231","166","3","2024-09-03"
"1232","581","3","2024-05-24"
"1233","1026","1","2024-07-25"
"1234","704","1","2025-02-04"
"1235","398","3","2025-07-30"
"1236","1041","2","2026-02-01"
"1237","426","2","2024-10-30"
"1238","783","1","2025-06-16"
"1239","1028","2","2025-09-18"
"1240","791","2","2025-02-05"
"1241","1093","2","2024-06-04"
"1242","734","2","2026-04-18"
"1243","1110","2","2026-06-12"
"1244","78","2","2024-01-08"
"1245","865","3","2024-07-11"
"1246","164","1","2023-11-02"
"1247","616","1","2025-08-18"
"1248","707","3","2025-10-28"
"1249","630","2","2026-03-11"
"1250","342","4","2023-03-29"
"1251","748","1","2025-08-04"
"1252","521","1","2025-04-23"
"1253","1111","3","2024-04-01"
"1254","441","1","2026-07-05"
"1255","1101","1","2024-07-29"
"1256","997","2","2023-06-19"
"1257","458","2","2024-02-10"
"1258","493","3","2023-04-22"
"1259","907","1","2025-11-02"
"1260","37","3","2023-05-08"
"1261","919","2","2025-05-11"
"1262","712","3","2025-05-14"
"1263","1039","3","2023-02-02"
"1264","825","4","2023-01-07"
"1265","141","1","2026-05-16"
"1266","648","4","2026-04-14"
"1267","15","2","2024-07-02"
"1268","672","4","2023-06-25"
"1269","537","1","2024-03-03"
"1270","403","4","2024-12-20"
"1271","201","1","2026-03-25"
"1272","346","2","2024-08-23"
"1273","175","1","2023-07-14"
"1274","58","3","2026-03-22"
"1275","584","4","2025-06-18"
"1276","1109","1","2024-07-27"
"1277","263","1","2024-07-03"
"1278","2","1","2023-08-01"
"1279","44","1","2025-08-28"
"1280","344","3","2023-12-13"
"1281","711","1","2023-04-11"
"1282","481","2","2025-04-10"
"1283","696","1","2026-06-25"
"1284","764","1","2024-10-18"
"1285","688","2","2023-08-29"
"1286","165","2","2025-11-18"
"1287","143","2","2023-03-10"
"1288","1057","2","2023-08-25"
"1289","1045","2","2023-08-06"
"1290","743","1","2023-07-15"
"1291","542","1","2023-02-27"
"1292","493","1","2023-08-01"
"1293","917","1","2023-12-22"
"1294","89","3","2024-07-18"
"1295","485","1","2024-05-01"
"1296","172","4","2024-11-15"
"1297","925","1","2023-07-31"
"1298","729","4","2023-06-23"
"1299","503","4","2023-06-03"
"1300","472","1","2026-03-20"
"1301","702","4","2024-04-29"
"1302","636","2","2024-09-08"
"1303","271","3","2024-03-09"
"1304","981","1","2024-12-04"
"1305","684","1","2025-03-20"
"1306","143","2","2024-08-29"
"1307","311","2","2023-03-23"
"1308","749","1","2026-05-09"
"1309","549","4","2025-11-20"
"1310","111","2","2025-08-05"
"1311","479","4","2025-06-30"
"1312","713","2","2026-05-08"
"1313","979","1","2025-04-06"
"1314","903","1","2026-02-12"
"1315","1072","1","2024-02-20"
"1316","316","4","2024-06-21"
"1317","817","2","2025-04-10"
"1318","42","3","2024-02-16"
"1319","821","3","2023-02-06"
"1320","1099","1","2024-03-20"
"1321","167","4","2023-04-03"
"1322","1055","3","2025-01-16"
"1323","650","4","2025-08-16"
"1324","724","1","2023-11-21"
"1325","1041","3","2026-02-28"
"1326","247","2","2024-10-17"
"1327","1109","1","2025-10-18"
"1328","850","2","2024-02-07"
"1329","359","3","2024-10-23"
"1330","749","1","2026-04-08"
"1331","325","2","2026-06-11"
"1332","308","1","2023-11-26"
"1333","770","3","2023-06-24"
"1334","350","1","2024-10-26"
"1335","858","1","2025-06-01"
"1336","6","1","2025-11-07"
"1337","689","3","2026-06-17"
"1338","1114","2","2023-01-10"
"1339","666","2","2025-12-06"
"1340","135","3","2023-03-10"
"1341","1040","1","2026-02-07"
"1342","748","2","2024-09-23"
"1343","838","2","2023-03-22"
"1344","807","2","2025-05-29"
"1345","848","2","2024-12-08"
"1346","436","3","2025-12-22"
"1347","195","3","2023-09-28"
"1348","327","3","2025-12-12"
"1349","690","2","2026-07-01"
"1350","1109","2","2025-09-20"
"1351","712","3","2025-02-22"
"1352","112","3","2024-09-14"
"1353","281","1","2024-04-19"
"1354","554","3","2024-03-19"
"1355","601","2","2024-09-30"
"1356","1043","3","2023-07-29"
"1357","693","2","2024-12-20"
"1358","550","2","2024-09-30"
"1359","259","2","2026-04-28"
"1360","3","1","2023-09-26"
"1361","118","3","2024-07-27"
"1362","484","2","2025-01-02"
"1363","18","3","2025-08-17"
"1364","252","2","2026-04-20"
"1365","470","3","2025-07-31"
"1366","977","1","2023-01-20"
"1367","431","1","2025-01-05"
"1368","320","2","2026-01-14"
"1369","534","4","2023-03-06"
"1370","223","3","2024-11-16"
"1371","420","3","2025-11-08"
"1372","519","3","2024-05-29"
"1373","269","4","2023-10-18"
"1374","309","3","2026-01-15"
"1375","1026","4","2024-07-27"
"1376","1062","1","2025-12-29"
"1377","1031","2","2024-11-24"
"1378","585","2","2023-09-29"
"1379","233","1","2024-03-03"
"1380","1013","1","2026-07-13"
"1381","1103","2","2023-10-03"
"1382","748","1","2025-05-11"
"1383","154","3","2023-01-15"
"1384","680","1","2026-01-29"
"1385","868","3","2026-02-21"
"1386","633","1","2023-05-10"
"1387","89","2","2025-11-02"
"1388","440","2","2024-10-12"
"1389","230","3","2025-10-27"
"1390","484","1","2024-12-03"
"1391","321","1","2023-10-08"
"1392","1038","3","2024-04-07"
"1393","951","3","2024-10-18"
"1394","548","4","2023-01-27"
"1395","585","2","2025-10-02"
"1396","964","1","2024-08-22"
"1397","590","4","2024-04-24"
"1398","440","1","2026-07-17"
"1399","248","3","2023-03-01"
"1400","136","2","2024-02-18"
"1401","724","1","2025-08-06"
"1402","370","2","2025-07-06"
"1403","674","4","2025-12-22"
"1404","935","1","2024-07-26"
"1405","126","2","2023-07-03"
"1406","892","2","2023-10-09"
"1407","240","1","2023-04-09"
"1408","876","1","2024-04-17"
"1409","961","3","2026-05-08"
"1410","617","1","2024-08-25"
"1411","830","1","2024-06-05"
"1412","90","1","2025-09-30"
"1413","704","4","2024-10-16"
"1414","452","3","2025-05-13"
"1415","364","2","2025-11-10"
"1416","1107","1","2026-06-12"
"1417","1011","1","2024-02-20"
"1418","996","3","2025-12-08"
"1419","817","3","2023-08-22"
"1420","656","2","2023-04-23"
"1421","683","2","2026-01-16"
"1422","652","3","2023-11-20"
"1423","665","3","2026-07-07"
"1424","811","2","2023-03-21"
"1425","794","1","2025-08-10"
"1426","264","2","2023-08-18"
"1427","612","2","2023-01-19"
"1428","1028","2","2024-02-17"
"1429","60","1","2025-11-06"
"1430","828","1","2023-02-11"
"1431","803","2","2023-12-13"
"1432","985","3","2025-12-19"
"1433","587","3","2025-10-31"
"1434","1097","1","2025-05-08"
"1435","282","1","2024-02-18"
"1436","781","1","2025-04-14"
"1437","717","2","2025-06-08"
"1438","133","3","2023-08-12"
"1439","1020","1","2023-10-02"
"1440","931","2","2024-02-08"
"1441","950","1","2025-02-24"
"1442","120","3","2025-04-24"
"1443","865","1","2026-04-12"
"1444","688","1","2026-06-20"
"1445","957","3","2023-12-21"
"1446","197","3","2025-04-12"
"1447","484","2","2026-05-18"
"1448","370","2","2026-06-24"
"1449","439","2","2023-05-07"
"1450","321","4","2025-11-11"
"1451","363","3","2023-09-20"
"1452","459","4","2025-11-27"
"1453","1102","2","2023-05-28"
"1454","178","1","2024-09-14"
"1455","431","2","2023-03-25"
"1456","386","2","2025-12-08"
"1457","928","2","2024-07-14"
"1458","243","3","2025-05-24"
"1459","371","3","2024-05-03"
"1460","740","3","2023-08-21"
"1461","770","2","2026-07-03"
"1462","1108","2","2025-09-29"
"1463","555","1","2023-05-02"
"1464","458","1","2024-04-16"
"1465","180","3","2024-06-27"
"1466","426","1","2024-05-23"
"1467","1030","1","2023-07-29"
"1468","939","1","2025-04-08"
"1469","774","2","2026-03-05"
"1470","202","1","2023-10-30"
"1471","435","1","2025-03-10"
"1472","67","1","2025-05-22"
"1473","696","3","2025-12-02"
"1474","696","1","2023-02-12"
"1475","662","2","2025-10-06"
"1476","1123","2","2023-02-23"
"1477","92","4","2023-08-10"
"1478","756","1","2025-12-03"
"1479","956","1","2025-02-10"
"1480","977","1","2024-06-13"
"1481","64","3","2023-02-20"
"1482","360","4","2025-09-22"
"1483","705","3","2023-01-07"
"1484","249","1","2024-05-25"
"1485","921","3","2023-02-09"
"1486","251","1","2025-06-23"
"1487","991","4","2023-11-24"
"1488","955","3","2026-06-15"
"1489","868","2","2024-10-18"
"1490","697","2","2023-07-03"
"1491","705","1","2025-08-03"
"1492","866","3","2023-10-23"
"1493","31","1","2025-01-15"
"1494","1000","4","2023-11-02"
"1495","648","1","2023-12-11"
"1496","571","3","2024-01-21"
"1497","18","1","2024-09-12"
"1498","216","1","2023-07-27"
"1499","268","1","2024-07-29"
"1500","432","2","2025-06-26"
"1501","1061","3","2024-03-30"
"1502","745","2","2025-05-28"
"1503","451","4","2024-09-11"
"1504","685","2","2025-10-25"
"1505","102","3","2025-10-16"
"1506","199","2","2025-01-07"
"1507","510","1","2023-11-06"
"1508","837","1","2026-02-06"
"1509","778","4","2025-03-06"
"1510","387","4","2025-01-26"
"1511","10","2","2025-09-08"
"1512","372","3","2023-06-21"
"1513","318","3","2024-07-03"
"1514","1029","3","2025-08-22"
"1515","944","1","2025-10-11"
"1516","723","4","2025-11-14"
"1517","909","1","2025-02-05"
"1518","282","1","2023-01-16"
"1519","1051","1","2025-11-25"
"1520","824","2","2025-07-06"
"1521","34","1","2024-03-11"
"1522","354","2","2025-12-17"
"1523","533","3","2026-07-13"
"1524","984","2","2023-06-03"
"1525","602","1","2024-07-28"
"1526","213","2","2023-10-11"
"1527","879","3","2024-11-07"
"1528","635","2","2025-03-01"
"1529","1042","3","2024-07-02"
"1530","23","1","2023-01-01"
"1531","148","2","2026-04-25"
"1532","1069","1","2026-01-03"
"1533","996","4","2023-01-16"
"1534","826","3","2025-11-02"
"1535","597","3","2023-07-17"
"1536","809","3","2023-02-13"
"1537","777","1","2026-05-10"
"1538","656","2","2023-10-18"
"1539","762","4","2025-03-11"
"1540","134","1","2026-03-18"
"1541","466","2","2025-08-08"
"1542","1036","1","2026-04-22"
"1543","396","2","2024-04-29"
"1544","389","1","2024-03-13"
"1545","437","2","2024-03-24"
"1546","1064","2","2025-05-13"
"1547","782","1","2024-07-10"
"1548","425","3","2025-04-02"
"1549","774","3","2025-04-15"
"1550","742","3","2023-02-16"
"1551","97","2","2024-03-28"
"1552","275","1","2025-09-24"
"1553","577","1","2025-05-07"
"1554","259","3","2025-08-06"
"1555","473","3","2025-08-13"
"1556","450","3","2025-06-17"
"1557","533","4","2025-10-23"
"1558","998","2","2025-12-28"
"1559","396","2","2023-12-31"
"1560","1031","3","2025-11-18"
"1561","98","1","2024-11-06"
"1562","274","1","2023-09-20"
"1563","764","1","2023-05-07"
"1564","174","3","2025-03-14"
"1565","178","1","2025-09-21"
"1566","299","3","2026-07-05"
"1567","637","2","2024-07-09"
"1568","280","1","2023-10-16"
"1569","700","1","2025-06-08"
"1570","1031","1","2024-11-29"
"1571","617","2","2026-02-27"
"1572","841","1","2024-03-25"
"1573","172","2","2025-06-07"
"1574","299","2","2025-10-30"
"1575","575","1","2026-04-12"
"1576","871","1","2025-09-05"
"1577","267","2","2026-01-05"
"1578","400","4","2025-04-26"
"1579","523","2","2024-11-25"
"1580","807","2","2025-05-05"
"1581","58","1","2024-06-13"
"1582","1086","1","2024-06-02"
"1583","661","2","2023-09-28"
"1584","722","3","2025-03-21"
"1585","916","2","2023-07-01"
"1586","84","1","2026-01-29"
"1587","497","1","2023-12-02"
"1588","19","2","2024-07-16"
"1589","112","1","2023-02-23"
"1590","353","1","2023-07-19"
"1591","517","4","2024-01-07"
"1592","127","1","2024-12-06"
"1593","135","1","2026-01-30"
"1594","298","1","2023-07-17"
"1595","994","4","2023-08-13"
"1596","145","3","2023-09-01"
"1597","550","3","2023-03-17"
"1598","888","2","2025-07-13"
"1599","49","2","2025-12-02"
"1600","314","2","2026-06-02"
"1601","702","1","2025-07-16"
"1602","706","4","2025-04-03"
"1603","130","1","2024-09-11"
"1604","322","2","2026-07-02"
"1605","1076","1","2025-12-07"
"1606","585","2","2024-07-30"
"1607","955","3","2024-03-15"
"1608","1047","2","2025-02-04"
"1609","993","3","2026-06-01"
"1610","537","2","2023-01-13"
"1611","282","2","2026-02-04"
"1612","419","1","2023-11-26"
"1613","315","1","2026-02-19"
"1614","141","4","2023-07-01"
"1615","682","1","2024-01-01"
"1616","123","2","2025-12-03"
"1617","695","3","2026-05-05"
"1618","393","2","2025-02-11"
"1619","135","3","2024-10-21"
"1620","1070","1","2023-08-09"
"1621","340","4","2026-03-16"
"1622","758","2","2023-11-17"
"1623","329","2","2024-11-06"
"1624","64","1","2023-01-22"
"1625","919","1","2026-04-08"
"1626","954","1","2025-02-12"
"1627","174","1","2023-04-26"
"1628","835","3","2023-07-04"
"1629","688","2","2023-10-03"
"1630","850","1","2025-10-12"
"1631","173","1","2023-06-07"
"1632","87","1","2024-06-17"
"1633","181","3","2025-02-23"
"1634","635","1","2025-11-16"
"1635","900","2","2023-12-11"
"1636","922","1","2026-01-27"
"1637","114","2","2025-10-12"
"1638","445","2","2024-01-05"
"1639","292","2","2024-07-27"
"1640","639","4","2024-08-04"
"1641","676","4","2024-03-17"
"1642","464","1","2024-04-20"
"1643","81","1","2025-03-23"
"1644","390","4","2024-10-17"
"1645","228","3","2023-06-01"
"1646","853","4","2023-03-24"
"1647","331","1","2025-10-26"
"1648","1004","4","2025-11-20"
"1649","987","3","2024-01-01"
"1650","458","1","2023-03-05"
"1651","428","1","2024-04-20"
"1652","732","1","2023-09-12"
"1653","875","1","2023-08-23"
"1654","351","2","2023-03-25"
"1655","90","1","2023-04-08"
"1656","880","2","2023-11-27"
"1657","1083","1","2025-10-06"
"1658","439","1","2025-05-30"
"1659","29","1","2024-07-04"
"1660","220","2","2026-06-23"
"1661","767","4","2025-11-11"
"1662","60","1","2025-05-17"
"1663","68","3","2023-02-07"
"1664","563","1","2024-01-02"
"1665","281","1","2026-06-04"
"1666","263","4","2023-08-11"
"1667","1093","1","2025-11-10"
"1668","1092","3","2026-02-23"
"1669","932","2","2025-10-02"
"1670","151","3","2026-01-10"
"1671","42","2","2026-03-20"
"1672","241","1","2025-01-06"
"1673","189","3","2023-12-07"
"1674","478","4","2025-03-11"
"1675","728","3","2025-01-16"
"1676","1015","1","2026-03-08"
"1677","578","1","2024-02-03"
"1678","200","1","2026-03-07"
"1679","798","1","2025-06-22"
"1680","441","2","2025-01-19"
"1681","590","2","2025-12-18"
"1682","815","1","2024-05-26"
"1683","830","4","2025-07-26"
"1684","150","3","2023-10-15"
"1685","1025","1","2024-07-26"
"1686","158","2","2026-04-25"
"1687","436","4","2025-10-02"
"1688","938","3","2023-05-29"
"1689","1016","3","2023-10-21"
"1690","602","4","2024-03-05"
"1691","922","2","2024-09-17"
"1692","663","1","2023-06-12"
"1693","739","3","2026-02-17"
"1694","475","1","2024-10-12"
"1695","93","3","2025-05-21"
"1696","310","2","2025-08-07"
"1697","1093","1","2025-04-11"
"1698","669","3","2025-06-07"
"1699","691","2","2025-07-24"
"1700","861","4","2026-02-07"
"1701","109","1","2024-04-22"
"1702","477","2","2024-05-30"
"1703","362","1","2025-07-23"
"1704","326","2","2025-06-06"
"1705","520","3","2023-11-15"
"1706","702","2","2024-06-05"
"1707","57","3","2026-04-01"
"1708","736","2","2023-03-12"
"1709","693","4","2026-03-16"
"1710","927","2","2025-05-09"
"1711","730","3","2024-06-07"
"1712","294","2","2023-01-31"
"1713","69","3","2025-09-24"
"1714","828","3","2025-06-18"
"1715","945","2","2023-03-16"
"1716","341","3","2023-02-10"
"1717","411","2","2025-09-01"
"1718","804","3","2023-10-09"
"1719","797","3","2024-02-23"
"1720","744","2","2025-05-02"
"1721","980","2","2023-03-11"
"1722","379","1","2025-01-31"
"1723","175","1","2025-09-04"
"1724","285","1","2023-05-12"
"1725","1048","2","2025-08-22"
"1726","276","3","2024-06-24"
"1727","799","2","2025-08-23"
"1728","792","4","2024-04-21"
"1729","1106","3","2023-08-14"
"1730","1045","2","2025-01-27"
"1731","1010","2","2023-03-23"
"1732","517","1","2023-06-07"
"1733","298","3","2024-04-21"
"1734","517","2","2023-02-11"
"1735","966","4","2023-05-09"
"1736","539","1","2023-05-08"
"1737","1074","4","2023-05-01"
"1738","92","1","2024-07-09"
"1739","881","3","2023-01-23"
"1740","62","1","2025-08-25"
"1741","586","3","2026-03-13"
"1742","661","1","2024-05-25"
"1743","229","3","2025-08-16"
"1744","999","1","2026-05-23"
"1745","711","2","2023-11-30"
"1746","610","2","2024-07-20"
"1747","569","3","2025-07-13"
"1748","908","3","2025-04-11"
"1749","36","1","2024-08-06"
"1750","730","1","2024-10-28"
"1751","17","2","2024-04-15"
"1752","1016","3","2025-08-28"
"1753","604","2","2024-01-19"
"1754","141","3","2025-03-14"
"1755","1111","3","2024-12-15"
"1756","991","3","2024-05-23"
"1757","521","3","2024-02-22"
"1758","650","1","2025-06-07"
"1759","715","3","2025-12-05"
"1760","518","1","2023-04-27"
"1761","23","2","2024-06-29"
"1762","642","1","2023-06-16"
"1763","731","2","2023-10-17"
"1764","396","2","2023-06-26"
"1765","679","2","2023-12-02"
"1766","19","3","2025-12-21"
"1767","1015","1","2026-04-01"
"1768","750","3","2025-04-24"
"1769","551","2","2025-12-03"
"1770","812","2","2023-02-03"
"1771","371","3","2024-05-16"
"1772","347","1","2023-12-31"
"1773","870","1","2025-02-09"
"1774","1123","4","2026-04-25"
"1775","172","3","2024-11-04"
"1776","128","2","2024-05-20"
"1777","114","1","2025-06-29"
"1778","812","2","2025-07-11"
"1779","856","2","2025-07-22"
"1780","1008","2","2024-09-25"
"1781","79","3","2023-11-08"
"1782","76","4","2025-06-10"
"1783","619","3","2026-05-01"
"1784","970","2","2023-03-23"
"1785","1115","3","2023-06-04"
"1786","458","2","2024-06-07"
"1787","571","1","2025-05-06"
"1788","884","4","2023-03-03"
"1789","831","3","2026-04-17"
"1790","1060","4","2023-01-23"
"1791","361","2","2025-04-20"
