CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
747,NDPS,20,1,1
748,NDPS,20,1,1
748,IPC,498A,1,1
749,NDPS,20,1,1
750,IPC,379,1,1
750,NDPS,20,1,1
751,IPC,420,1,1
752,ITA,66D,1,1
753,IPC,354,1,1
753,IPC,498A,1,1
754,IPC,498A,1,1
755,IPC,420,1,1
756,IPC,392,1,1
756,NDPS,20,1,1
757,IPC,302,1,1
758,IPC,379,1,1
759,IPC,307,1,1
759,IPC,420,1,1
760,MVA,185,1,1
760,NDPS,20,1,1
761,ITA,66C,1,1
761,MVA,185,1,1
762,IPC,498A,1,1
762,ITA,66D,1,1
763,IPC,307,1,1
763,ITA,66D,1,1
764,MVA,185,1,1
765,NDPS,20,1,1
765,IPC,354,1,1
766,IPC,498A,1,1
767,IPC,392,1,1
767,IPC,420,1,1
768,NDPS,20,1,1
769,IPC,302,1,1
770,IPC,392,1,1
770,IPC,420,1,1
771,NDPS,20,1,1
772,IPC,498A,1,1
773,ITA,66D,1,1
773,IPC,392,1,1
774,IPC,420,1,1
775,IPC,302,1,1
775,IPC,498A,1,1
776,IPC,307,1,1
777,MVA,185,1,1
777,NDPS,20,1,1
778,NDPS,20,1,1
778,IPC,379,1,1
779,MVA,185,1,1
779,IPC,307,1,1
780,IPC,354,1,1
781,IPC,498A,1,1
782,MVA,185,1,1
782,NDPS,20,1,1
783,NDPS,20,1,1
783,IPC,498A,1,1
784,IPC,302,1,1
784,IPC,498A,1,1
785,IPC,307,1,1
786,IPC,354,1,1
786,IPC,498A,1,1
787,IPC,307,1,1
788,IPC,302,1,1
788,NDPS,20,1,1
789,NDPS,20,1,1
790,IPC,354,1,1
790,IPC,307,1,1
791,IPC,379,1,1
792,IPC,354,1,1
793,IPC,392,1,1
794,IPC,307,1,1
794,NDPS,20,1,1
795,IPC,420,1,1
796,IPC,307,1,1
796,NDPS,20,1,1
797,ITA,66C,1,1
798,IPC,302,1,1
798,NDPS,20,1,1
799,IPC,354,1,1
799,IPC,379,1,1
800,IPC,379,1,1
801,NDPS,20,1,1
801,IPC,498A,1,1
802,IPC,392,1,1
803,IPC,498A,1,1
804,IPC,302,1,1
804,IPC,420,1,1
805,NDPS,20,1,1
806,IPC,307,1,1
807,ITA,66D,1,1
807,ITA,66C,1,1
808,IPC,392,1,1
809,NDPS,20,1,1
810,ITA,66D,1,1
811,NDPS,20,1,1
812,IPC,307,1,1
812,IPC,379,1,1
813,IPC,420,1,1
813,IPC,307,1,1
814,IPC,354,1,1
814,IPC,379,1,1
815,IPC,379,1,1
815,IPC,307,1,1
816,ITA,66C,1,1
816,IPC,498A,1,1
817,IPC,302,1,1
818,NDPS,20,1,1
819,IPC,420,1,1
820,ITA,66D,1,1
821,IPC,392,1,1
821,IPC,379,1,1
822,ITA,66C,1,1
823,IPC,302,1,1
824,IPC,392,1,1
824,ITA,66C,1,1
825,IPC,392,1,1
826,NDPS,20,1,1
826,NDPS,20,1,1
827,IPC,307,1,1
828,IPC,379,1,1
828,IPC,354,1,1
829,MVA,185,1,1
829,ITA,66D,1,1
830,IPC,307,1,1
830,IPC,498A,1,1
831,IPC,302,1,1
831,ITA,66C,1,1
832,IPC,354,1,1
833,NDPS,20,1,1
834,ITA,66D,1,1
834,MVA,185,1,1
835,IPC,420,1,1
835,IPC,498A,1,1
836,IPC,379,1,1
836,IPC,498A,1,1
837,IPC,307,1,1
838,IPC,302,1,1
838,IPC,307,1,1
839,ITA,66C,1,1
840,ITA,66C,1,1
840,MVA,185,1,1
841,ITA,66C,1,1
841,IPC,307,1,1
842,ITA,66C,1,1
842,IPC,302,1,1
843,IPC,420,1,1
843,IPC,498A,1,1
844,IPC,379,1,1
844,MVA,185,1,1
845,IPC,354,1,1
846,IPC,302,1,1
846,NDPS,20,1,1
847,ITA,66C,1,1
848,IPC,302,1,1
849,IPC,392,1,1
849,IPC,392,1,1
850,IPC,307,1,1
850,IPC,307,1,1
851,NDPS,20,1,1
851,IPC,498A,1,1
852,IPC,498A,1,1
852,NDPS,20,1,1
853,NDPS,20,1,1
854,IPC,498A,1,1
854,ITA,66C,1,1
855,IPC,420,1,1
855,NDPS,20,1,1
856,IPC,354,1,1
856,NDPS,20,1,1
857,IPC,302,1,1
858,IPC,420,1,1
859,IPC,498A,1,1
859,MVA,185,1,1
860,IPC,302,1,1
861,MVA,185,1,1
862,IPC,307,1,1
862,IPC,379,1,1
863,IPC,379,1,1
863,IPC,392,1,1
864,IPC,498A,1,1
864,ITA,66C,1,1
865,IPC,379,1,1
866,MVA,185,1,1
867,NDPS,20,1,1
868,IPC,392,1,1
869,IPC,392,1,1
870,IPC,354,1,1
870,IPC,392,1,1
871,MVA,185,1,1
871,ITA,66D,1,1
872,IPC,307,1,1
872,IPC,392,1,1
873,ITA,66D,1,1
873,MVA,185,1,1
874,ITA,66D,1,1
874,ITA,66C,1,1
875,ITA,66D,1,1
875,IPC,392,1,1
876,IPC,379,1,1
876,IPC,379,1,1
877,IPC,498A,1,1
877,IPC,498A,1,1
878,ITA,66C,1,1
879,MVA,185,1,1
879,IPC,354,1,1
880,IPC,392,1,1
880,IPC,354,1,1
881,IPC,379,1,1
882,NDPS,20,1,1
882,IPC,379,1,1
883,MVA,185,1,1
884,IPC,420,1,1
884,IPC,307,1,1
885,MVA,185,1,1
886,IPC,354,1,1
886,ITA,66D,1,1
887,MVA,185,1,1
888,IPC,498A,1,1
888,NDPS,20,1,1
889,ITA,66D,1,1
889,IPC,302,1,1
890,IPC,420,1,1
891,MVA,185,1,1
892,IPC,392,1,1
893,IPC,498A,1,1
894,NDPS,20,1,1
895,ITA,66C,1,1
896,IPC,307,1,1
896,MVA,185,1,1
897,IPC,420,1,1
898,IPC,307,1,1
899,IPC,354,1,1
900,MVA,185,1,1
900,NDPS,20,1,1
901,ITA,66D,1,1
902,IPC,379,1,1
903,IPC,379,1,1
903,ITA,66C,1,1
904,IPC,307,1,1
904,IPC,302,1,1
905,IPC,354,1,1
906,ITA,66D,1,1
907,ITA,66C,1,1
907,NDPS,20,1,1
908,NDPS,20,1,1
909,ITA,66C,1,1
910,ITA,66D,1,1
911,ITA,66D,1,1
912,MVA,185,1,1
912,IPC,302,1,1
913,IPC,379,1,1
914,IPC,392,1,1
914,ITA,66C,1,1
915,ITA,66D,1,1
916,IPC,302,1,1
917,ITA,66D,1,1
918,IPC,392,1,1
919,IPC,498A,1,1
919,IPC,302,1,1
920,ITA,66C,1,1
920,IPC,307,1,1
921,ITA,66C,1,1
922,IPC,498A,1,1
922,IPC,420,1,1
923,IPC,354,1,1
924,ITA,66D,1,1
924,IPC,392,1,1
925,NDPS,20,1,1
925,IPC,392,1,1
926,MVA,185,1,1
927,IPC,307,1,1
928,ITA,66D,1,1
929,IPC,379,1,1
929,IPC,420,1,1
930,IPC,420,1,1
930,ITA,66C,1,1
931,IPC,420,1,1
931,NDPS,20,1,1
932,IPC,420,1,1
933,MVA,185,1,1
933,IPC,498A,1,1
934,ITA,66C,1,1
934,MVA,185,1,1
935,ITA,66C,1,1
936,IPC,498A,1,1
937,MVA,185,1,1
938,IPC,498A,1,1
938,MVA,185,1,1
939,ITA,66C,1,1
939,ITA,66C,1,1
940,IPC,379,1,1
941,MVA,185,1,1
941,MVA,185,1,1
942,IPC,354,1,1
942,IPC,354,1,1
943,MVA,185,1,1
943,ITA,66C,1,1
944,IPC,307,1,1
944,IPC,420,1,1
945,IPC,307,1,1
945,IPC,379,1,1
946,IPC,392,1,1
947,IPC,379,1,1
947,IPC,302,1,1
948,IPC,307,1,1
948,IPC,379,1,1
949,ITA,66D,1,1
949,IPC,302,1,1
950,IPC,307,1,1
950,IPC,307,1,1
951,MVA,185,1,1
951,NDPS,20,1,1
952,ITA,66C,1,1
953,IPC,498A,1,1
953,IPC,420,1,1
954,IPC,379,1,1
955,IPC,498A,1,1
956,IPC,379,1,1
956,IPC,392,1,1
957,IPC,302,1,1
957,IPC,498A,1,1
958,NDPS,20,1,1
959,IPC,498A,1,1
960,MVA,185,1,1
960,IPC,302,1,1
961,NDPS,20,1,1
961,IPC,392,1,1
962,NDPS,20,1,1
962,IPC,392,1,1
963,ITA,66D,1,1
963,ITA,66D,1,1
964,IPC,354,1,1
965,IPC,379,1,1
965,ITA,66C,1,1
966,IPC,420,1,1
966,IPC,420,1,1
967,IPC,498A,1,1
967,IPC,354,1,1
968,ITA,66D,1,1
969,IPC,354,1,1
970,ITA,66C,1,1
971,MVA,185,1,1
972,IPC,379,1,1
973,IPC,392,1,1
973,MVA,185,1,1
974,IPC,498A,1,1
974,IPC,392,1,1
975,MVA,185,1,1
975,NDPS,20,1,1
976,ITA,66D,1,1
977,NDPS,20,1,1
977,ITA,66D,1,1
978,ITA,66C,1,1
979,IPC,498A,1,1
979,IPC,498A,1,1
980,NDPS,20,1,1
980,ITA,66C,1,1
981,IPC,498A,1,1
981,ITA,66D,1,1
982,ITA,66C,1,1
983,NDPS,20,1,1
983,IPC,420,1,1
984,IPC,498A,1,1
984,ITA,66C,1,1
985,IPC,307,1,1
986,IPC,354,1,1
987,IPC,354,1,1
988,IPC,302,1,1
989,IPC,392,1,1
989,ITA,66C,1,1
990,IPC,302,1,1
990,IPC,498A,1,1
991,ITA,66D,1,1
992,IPC,392,1,1
993,MVA,185,1,1
993,IPC,354,1,1
994,IPC,379,1,1
994,IPC,420,1,1
995,IPC,392,1,1
996,IPC,420,1,1
996,NDPS,20,1,1
997,ITA,66C,1,1
997,IPC,307,1,1
998,IPC,307,1,1
998,MVA,185,1,1
999,ITA,66D,1,1
999,ITA,66D,1,1
1000,IPC,498A,1,1
1000,IPC,392,1,1
1001,IPC,392,1,1
1001,IPC,307,1,1
1002,IPC,302,1,1
1003,NDPS,20,1,1
1004,MVA,185,1,1
1004,IPC,498A,1,1
1005,NDPS,20,1,1
1006,IPC,498A,1,1
1006,IPC,379,1,1
1007,ITA,66C,1,1
1008,ITA,66D,1,1
1008,ITA,66C,1,1
1009,IPC,354,1,1
1010,ITA,66D,1,1
1010,IPC,420,1,1
1011,IPC,420,1,1
1011,IPC,420,1,1
1012,IPC,302,1,1
1012,IPC,379,1,1
1013,IPC,498A,1,1
1013,IPC,302,1,1
1014,IPC,392,1,1
1014,IPC,498A,1,1
1015,IPC,392,1,1
1016,NDPS,20,1,1
1016,IPC,379,1,1
1017,MVA,185,1,1
1018,IPC,302,1,1
1019,IPC,379,1,1
1019,IPC,498A,1,1
1020,IPC,498A,1,1
1020,IPC,392,1,1
1021,IPC,354,1,1
1021,IPC,307,1,1
1022,IPC,498A,1,1
1023,ITA,66D,1,1
1023,IPC,392,1,1
1024,ITA,66D,1,1
1025,IPC,420,1,1
1026,IPC,379,1,1
1027,IPC,354,1,1
1028,IPC,354,1,1
1029,IPC,307,1,1
1029,IPC,420,1,1
1030,NDPS,20,1,1
1030,IPC,307,1,1
1031,IPC,307,1,1
1031,NDPS,20,1,1
1032,IPC,498A,1,1
1033,IPC,307,1,1
1034,ITA,66D,1,1
1035,IPC,379,1,1
1036,MVA,185,1,1
1036,IPC,302,1,1
1037,IPC,354,1,1
1037,ITA,66C,1,1
1038,IPC,307,1,1
1039,IPC,392,1,1
1039,IPC,379,1,1
1040,ITA,66D,1,1
1041,IPC,498A,1,1
1042,ITA,66C,1,1
1043,IPC,379,1,1
1043,IPC,498A,1,1
1044,IPC,379,1,1
1044,ITA,66D,1,1
1045,MVA,185,1,1
1046,IPC,420,1,1
1047,IPC,354,1,1
1047,IPC,392,1,1
1048,IPC,498A,1,1
1048,IPC,420,1,1
1049,IPC,420,1,1
1049,ITA,66C,1,1
1050,IPC,379,1,1
1051,ITA,66C,1,1
1051,NDPS,20,1,1
1052,IPC,498A,1,1
1052,MVA,185,1,1
1053,ITA,66C,1,1
1053,IPC,392,1,1
1054,IPC,498A,1,1
1055,IPC,307,1,1
1056,ITA,66D,1,1
1056,MVA,185,1,1
1057,IPC,379,1,1
1057,IPC,302,1,1
1058,IPC,302,1,1
1058,IPC,420,1,1
1059,IPC,379,1,1
1060,NDPS,20,1,1
1060,IPC,354,1,1
1061,ITA,66D,1,1
1062,IPC,307,1,1
1062,IPC,302,1,1
1063,ITA,66D,1,1
1063,IPC,354,1,1
1064,ITA,66D,1,1
1065,MVA,185,1,1
1065,MVA,185,1,1
1066,IPC,379,1,1
1067,IPC,392,1,1
1068,IPC,392,1,1
1069,ITA,66C,1,1
1069,ITA,66C,1,1
1070,NDPS,20,1,1
1070,IPC,307,1,1
1071,IPC,420,1,1
1071,ITA,66C,1,1
1072,IPC,379,1,1
1072,ITA,66D,1,1
1073,IPC,354,1,1
1074,IPC,498A,1,1
1075,IPC,307,1,1
1076,IPC,420,1,1
1077,IPC,379,1,1
1077,ITA,66C,1,1
1078,IPC,392,1,1
1078,MVA,185,1,1
1079,ITA,66D,1,1
1079,IPC,498A,1,1
1080,IPC,392,1,1
1080,NDPS,20,1,1
1081,NDPS,20,1,1
1082,IPC,420,1,1
1082,IPC,392,1,1
1083,ITA,66C,1,1
1084,IPC,379,1,1
1084,IPC,420,1,1
1085,IPC,392,1,1
1086,IPC,392,1,1
1087,MVA,185,1,1
1088,NDPS,20,1,1
1088,IPC,379,1,1
1089,MVA,185,1,1
1089,IPC,498A,1,1
1090,ITA,66C,1,1
1091,IPC,420,1,1
1091,MVA,185,1,1
1092,NDPS,20,1,1
1093,IPC,354,1,1
1093,IPC,498A,1,1
1094,IPC,307,1,1
1094,IPC,420,1,1
1095,IPC,354,1,1
1095,ITA,66C,1,1
1096,IPC,307,1,1
1096,IPC,379,1,1
1097,MVA,185,1,1
1097,IPC,392,1,1
1098,IPC,498A,1,1
1098,NDPS,20,1,1
1099,MVA,185,1,1
1099,IPC,379,1,1
1100,ITA,66C,1,1
1101,IPC,307,1,1
1102,IPC,302,1,1
1103,MVA,185,1,1
1104,IPC,379,1,1
1105,ITA,66D,1,1
1105,IPC,420,1,1
1106,IPC,379,1,1
1106,IPC,498A,1,1
1107,IPC,354,1,1
1107,IPC,420,1,1
1108,IPC,498A,1,1
1109,NDPS,20,1,1
1109,IPC,392,1,1
1110,ITA,66C,1,1
1111,IPC,302,1,1
1111,ITA,66C,1,1
1112,IPC,379,1,1
1113,IPC,307,1,1
1114,NDPS,20,1,1
1114,ITA,66D,1,1
1115,IPC,392,1,1
1116,IPC,420,1,1
1116,IPC,392,1,1
1117,IPC,498A,1,1
1117,IPC,498A,1,1
1118,IPC,392,1,1
1118,ITA,66C,1,1
1119,IPC,498A,1,1
1119,MVA,185,1,1
1120,IPC,420,1,1
1121,IPC,498A,1,1
1121,IPC,307,1,1
1122,IPC,420,1,1
1123,MVA,185,1,1
1124,IPC,498A,1,1
1125,MVA,185,1,1
1125,IPC,392,1,1
1126,IPC,379,1,1
1127,IPC,498A,1,1
1128,IPC,392,1,1
1129,ITA,66C,1,1
1130,ITA,66D,1,1
1131,IPC,354,1,1
1132,ITA,66C,1,1
1133,IPC,420,1,1
1133,IPC,498A,1,1
1134,IPC,392,1,1
1134,IPC,379,1,1
1135,IPC,354,1,1
1136,ITA,66D,1,1
1136,NDPS,20,1,1
1137,IPC,354,1,1
1138,IPC,302,1,1
1139,IPC,307,1,1
1139,NDPS,20,1,1
1140,IPC,392,1,1
1140,ITA,66C,1,1
1141,IPC,420,1,1
1141,ITA,66C,1,1
1142,IPC,379,1,1
1143,MVA,185,1,1
1144,IPC,302,1,1
1145,IPC,302,1,1
1146,NDPS,20,1,1
1146,IPC,420,1,1
1147,IPC,307,1,1
1148,MVA,185,1,1
1148,IPC,392,1,1
1149,IPC,307,1,1
1150,MVA,185,1,1
1151,NDPS,20,1,1
1151,IPC,354,1,1
1152,IPC,420,1,1
1152,IPC,354,1,1
1153,IPC,420,1,1
1153,IPC,307,1,1
1154,IPC,302,1,1
1154,ITA,66D,1,1
1155,ITA,66D,1,1
1155,ITA,66D,1,1
1156,IPC,307,1,1
1157,IPC,392,1,1
1158,IPC,307,1,1
1158,NDPS,20,1,1
1159,MVA,185,1,1
1159,IPC,420,1,1
1160,NDPS,20,1,1
1161,MVA,185,1,1
1161,IPC,420,1,1
1162,IPC,307,1,1
1162,IPC,379,1,1
1163,IPC,302,1,1
1164,IPC,498A,1,1
1165,IPC,420,1,1
1166,MVA,185,1,1
1166,IPC,420,1,1
1167,NDPS,20,1,1
1167,IPC,392,1,1
1168,MVA,185,1,1
1169,IPC,354,1,1
1170,IPC,302,1,1
1171,IPC,302,1,1
1172,IPC,354,1,1
1172,IPC,307,1,1
1173,IPC,302,1,1
1173,MVA,185,1,1
1174,MVA,185,1,1
1175,IPC,354,1,1
1175,MVA,185,1,1
1176,NDPS,20,1,1
1176,IPC,420,1,1
1177,IPC,354,1,1
1177,NDPS,20,1,1
1178,IPC,307,1,1
1179,MVA,185,1,1
1179,ITA,66C,1,1
1180,IPC,498A,1,1
1181,IPC,392,1,1
1181,NDPS,20,1,1
1182,IPC,498A,1,1
1183,ITA,66D,1,1
1183,MVA,185,1,1
1184,IPC,354,1,1
1185,IPC,498A,1,1
1185,IPC,392,1,1
1186,ITA,66D,1,1
1186,IPC,307,1,1
1187,IPC,392,1,1
1187,MVA,185,1,1
1188,IPC,354,1,1
1189,IPC,498A,1,1
1190,NDPS,20,1,1
1191,ITA,66C,1,1
1191,IPC,354,1,1
1192,IPC,392,1,1
1193,IPC,392,1,1
1193,IPC,498A,1,1
1194,IPC,302,1,1
1195,NDPS,20,1,1
1196,ITA,66C,1,1
1196,IPC,392,1,1
1197,ITA,66C,1,1
1198,IPC,302,1,1
1199,IPC,379,1,1
1199,IPC,307,1,1
1200,MVA,185,1,1
1200,IPC,354,1,1
1201,NDPS,20,1,1
1201,ITA,66D,1,1
1202,IPC,379,1,1
1202,IPC,498A,1,1
1203,IPC,379,1,1
1204,IPC,302,1,1
1204,IPC,354,1,1
1205,MVA,185,1,1
1205,IPC,392,1,1
1206,IPC,420,1,1
1207,ITA,66D,1,1
1208,ITA,66C,1,1
1208,IPC,307,1,1
1209,IPC,392,1,1
1209,IPC,302,1,1
1210,ITA,66C,1,1
1210,IPC,498A,1,1
1211,IPC,302,1,1
1211,IPC,420,1,1
1212,IPC,392,1,1
1213,IPC,498A,1,1
1213,NDPS,20,1,1
1214,ITA,66C,1,1
1214,IPC,420,1,1
1215,ITA,66D,1,1
1216,IPC,379,1,1
1216,IPC,498A,1,1
1217,MVA,185,1,1
1217,IPC,307,1,1
1218,IPC,498A,1,1
1219,IPC,302,1,1
1219,IPC,498A,1,1
1220,IPC,379,1,1
1220,IPC,498A,1,1
1221,MVA,185,1,1
1221,IPC,354,1,1
1222,IPC,307,1,1
1223,IPC,420,1,1
1224,IPC,498A,1,1
1224,IPC,420,1,1
1225,IPC,392,1,1
1226,IPC,392,1,1
1227,MVA,185,1,1
1227,NDPS,20,1,1
1228,IPC,420,1,1
1229,IPC,354,1,1
1230,IPC,302,1,1
1230,NDPS,20,1,1
1231,NDPS,20,1,1
1232,ITA,66C,1,1
1233,IPC,498A,1,1
1234,MVA,185,1,1
1235,MVA,185,1,1
1235,IPC,498A,1,1
1236,ITA,66D,1,1
1237,IPC,379,1,1
1237,NDPS,20,1,1
1238,IPC,498A,1,1
1238,IPC,307,1,1
1239,IPC,498A,1,1
1239,IPC,379,1,1
1240,IPC,379,1,1
1241,IPC,420,1,1
1242,IPC,354,1,1
1242,IPC,420,1,1
1243,IPC,379,1,1
1243,ITA,66D,1,1
1244,IPC,379,1,1
1245,IPC,498A,1,1
1245,ITA,66C,1,1
1246,IPC,354,1,1
1247,MVA,185,1,1
1247,IPC,354,1,1
1248,NDPS,20,1,1
1249,IPC,302,1,1
1249,ITA,66D,1,1
1250,IPC,307,1,1
1251,ITA,66C,1,1
1251,IPC,354,1,1
1252,MVA,185,1,1
1253,ITA,66C,1,1
1253,IPC,307,1,1
1254,IPC,307,1,1
1255,IPC,392,1,1
1256,MVA,185,1,1
1257,IPC,302,1,1
1258,IPC,379,1,1
1258,NDPS,20,1,1
1259,NDPS,20,1,1
1260,ITA,66C,1,1
1261,ITA,66D,1,1
1262,ITA,66C,1,1
1262,NDPS,20,1,1
1263,IPC,498A,1,1
1263,NDPS,20,1,1
1264,MVA,185,1,1
1265,IPC,379,1,1
1265,IPC,354,1,1
1266,IPC,307,1,1
1267,NDPS,20,1,1
1268,IPC,354,1,1
1268,MVA,185,1,1
1269,IPC,354,1,1
1269,ITA,66C,1,1
1270,IPC,392,1,1
1270,MVA,185,1,1
1271,IPC,307,1,1
1271,IPC,307,1,1
1272,IPC,307,1,1
1272,ITA,66D,1,1
1273,IPC,354,1,1
1274,IPC,379,1,1
1274,ITA,66C,1,1
1275,MVA,185,1,1
1276,IPC,379,1,1
1276,IPC,498A,1,1
1277,IPC,302,1,1
1277,IPC,420,1,1
1278,IPC,302,1,1
1279,IPC,379,1,1
1280,NDPS,20,1,1
1280,ITA,66D,1,1
1281,ITA,66C,1,1
1281,IPC,354,1,1
1282,ITA,66D,1,1
1282,NDPS,20,1,1
1283,IPC,379,1,1
1283,IPC,392,1,1
1284,ITA,66C,1,1
1284,IPC,354,1,1
1285,IPC,392,1,1
1285,IPC,379,1,1
1286,MVA,185,1,1
1286,ITA,66C,1,1
1287,IPC,498A,1,1
1288,IPC,307,1,1
1289,IPC,498A,1,1
1290,IPC,307,1,1
1290,ITA,66C,1,1
1291,IPC,420,1,1
1291,IPC,420,1,1
1292,IPC,420,1,1
1293,IPC,498A,1,1
1294,IPC,498A,1,1
1294,IPC,392,1,1
1295,NDPS,20,1,1
1296,IPC,420,1,1
1296,IPC,420,1,1
1297,IPC,354,1,1
1297,IPC,392,1,1
1298,IPC,307,1,1
1299,NDPS,20,1,1
1300,IPC,354,1,1
1301,ITA,66D,1,1
1301,IPC,354,1,1
1302,NDPS,20,1,1
1303,IPC,354,1,1
1304,IPC,420,1,1
1305,IPC,498A,1,1
1305,IPC,392,1,1
1306,ITA,66C,1,1
1306,IPC,392,1,1
1307,NDPS,20,1,1
1307,IPC,392,1,1
1308,IPC,420,1,1
1308,IPC,354,1,1
1309,IPC,420,1,1
1310,IPC,392,1,1
1310,IPC,302,1,1
1311,IPC,302,1,1
1312,IPC,379,1,1
1313,NDPS,20,1,1
1314,IPC,354,1,1
1315,IPC,379,1,1
1315,IPC,392,1,1
1316,IPC,379,1,1
1317,IPC,498A,1,1
1317,IPC,392,1,1
1318,ITA,66C,1,1
1318,IPC,302,1,1
1319,IPC,379,1,1
1320,IPC,379,1,1
1321,IPC,354,1,1
1321,IPC,354,1,1
1322,IPC,498A,1,1
1322,MVA,185,1,1
1323,ITA,66D,1,1
1324,IPC,354,1,1
1324,NDPS,20,1,1
1325,IPC,392,1,1
1326,IPC,302,1,1
1326,IPC,354,1,1
1327,IPC,379,1,1
1327,IPC,302,1,1
1328,IPC,302,1,1
1329,IPC,392,1,1
1330,ITA,66D,1,1
1330,ITA,66C,1,1
1331,ITA,66D,1,1
1331,IPC,354,1,1
1332,IPC,379,1,1
1332,IPC,302,1,1
1333,MVA,185,1,1
1333,IPC,307,1,1
1334,IPC,302,1,1
1335,ITA,66C,1,1
1336,IPC,379,1,1
1337,NDPS,20,1,1
1337,ITA,66D,1,1
1338,IPC,354,1,1
1338,IPC,354,1,1
1339,IPC,420,1,1
1339,IPC,302,1,1
1340,IPC,420,1,1
1341,IPC,354,1,1
1342,MVA,185,1,1
1343,MVA,185,1,1
1344,IPC,354,1,1
1344,IPC,354,1,1
1345,IPC,420,1,1
1345,IPC,307,1,1
1346,IPC,302,1,1
1346,NDPS,20,1,1
1347,IPC,392,1,1
1348,IPC,392,1,1
1348,IPC,302,1,1
1349,IPC,379,1,1
1349,IPC,307,1,1
1350,IPC,354,1,1
1350,IPC,354,1,1
1351,IPC,307,1,1
1351,NDPS,20,1,1
1352,IPC,498A,1,1
1353,IPC,302,1,1
1354,IPC,379,1,1
1354,NDPS,20,1,1
1355,ITA,66C,1,1
1356,IPC,379,1,1
1356,IPC,392,1,1
1357,IPC,392,1,1
1357,ITA,66D,1,1
1358,ITA,66C,1,1
1358,IPC,420,1,1
1359,MVA,185,1,1
1359,IPC,379,1,1
1360,IPC,392,1,1
1360,IPC,307,1,1
1361,IPC,307,1,1
1362,IPC,498A,1,1
1362,IPC,392,1,1
1363,NDPS,20,1,1
1363,IPC,379,1,1
1364,IPC,379,1,1
1364,IPC,498A,1,1
1365,ITA,66D,1,1
1365,ITA,66C,1,1
1366,ITA,66D,1,1
1366,IPC,392,1,1
1367,IPC,498A,1,1
1367,IPC,498A,1,1
1368,IPC,498A,1,1
1369,IPC,392,1,1
1370,IPC,420,1,1
1370,NDPS,20,1,1
1371,MVA,185,1,1
1371,IPC,420,1,1
1372,ITA,66C,1,1
1372,MVA,185,1,1
1373,IPC,354,1,1
1374,ITA,66D,1,1
1374,NDPS,20,1,1
1375,IPC,379,1,1
1375,NDPS,20,1,1
1376,MVA,185,1,1
1377,IPC,392,1,1
1378,IPC,498A,1,1
1378,IPC,354,1,1
1379,IPC,392,1,1
1380,IPC,302,1,1
1380,NDPS,20,1,1
1381,IPC,420,1,1
1382,ITA,66D,1,1
1383,IPC,392,1,1
1383,NDPS,20,1,1
1384,IPC,354,1,1
1385,IPC,302,1,1
1386,IPC,302,1,1
1386,IPC,498A,1,1
1387,IPC,392,1,1
1388,IPC,307,1,1
1388,IPC,354,1,1
1389,ITA,66D,1,1
1389,MVA,185,1,1
1390,IPC,498A,1,1
1390,IPC,498A,1,1
1391,ITA,66C,1,1
1391,IPC,307,1,1
1392,ITA,66D,1,1
1393,MVA,185,1,1
1394,IPC,420,1,1
1395,IPC,354,1,1
1396,IPC,379,1,1
1396,IPC,307,1,1
1397,IPC,392,1,1
1397,IPC,379,1,1
1398,ITA,66C,1,1
1398,IPC,379,1,1
1399,ITA,66D,1,1
1399,IPC,354,1,1
1400,IPC,498A,1,1
1400,IPC,420,1,1
1401,ITA,66C,1,1
1402,IPC,392,1,1
1402,NDPS,20,1,1
1403,IPC,379,1,1
1403,IPC,307,1,1
1404,IPC,307,1,1
1404,MVA,185,1,1
1405,NDPS,20,1,1
1406,MVA,185,1,1
1406,IPC,307,1,1
1407,MVA,185,1,1
1408,IPC,307,1,1
1409,IPC,379,1,1
1410,IPC,302,1,1
1410,ITA,66C,1,1
1411,ITA,66C,1,1
1411,IPC,354,1,1
1412,IPC,354,1,1
1412,IPC,379,1,1
1413,IPC,498A,1,1
1413,IPC,379,1,1
1414,IPC,302,1,1
1415,NDPS,20,1,1
1416,IPC,354,1,1
1417,IPC,498A,1,1
1417,MVA,185,1,1
1418,IPC,379,1,1
1419,IPC,392,1,1
1419,IPC,302,1,1
1420,MVA,185,1,1
1421,IPC,420,1,1
1422,IPC,302,1,1
1423,ITA,66C,1,1
1423,ITA,66D,1,1
1424,IPC,379,1,1
1425,ITA,66D,1,1
1425,IPC,302,1,1
1426,IPC,307,1,1
1426,IPC,354,1,1
1427,IPC,379,1,1
1428,ITA,66C,1,1
1429,IPC,392,1,1
1430,IPC,379,1,1
1431,IPC,379,1,1
1431,IPC,354,1,1
1432,IPC,307,1,1
1432,IPC,379,1,1
1433,IPC,307,1,1
1433,IPC,420,1,1
1434,NDPS,20,1,1
1435,IPC,302,1,1
1436,ITA,66D,1,1
1436,IPC,302,1,1
1437,IPC,354,1,1
1437,IPC,392,1,1
1438,ITA,66D,1,1
1438,NDPS,20,1,1
1439,MVA,185,1,1
1440,ITA,66C,1,1
1440,NDPS,20,1,1
1441,IPC,392,1,1
1441,IPC,354,1,1
1442,IPC,392,1,1
1442,IPC,420,1,1
1443,IPC,498A,1,1
1443,IPC,379,1,1
1444,IPC,302,1,1
1445,MVA,185,1,1
1445,IPC,392,1,1
1446,IPC,302,1,1
1446,ITA,66C,1,1
