ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
1165,798,1,2023-07-24,1,13,527,898,26,1960,1,0
1166,800,1,2025-01-30,1,1,14,2092,1,1964,1,0
1167,800,2,2025-01-27,1,1,14,2092,1,1965,1,0
1168,801,2,2025-07-30,1,24,920,1194,48,1967,1,0
1169,802,1,2024-07-12,1,28,1034,1354,56,1969,1,0
1170,803,1,2023-02-04,1,29,1049,2215,57,1973,1,0
1171,803,1,2023-02-23,1,29,1049,2215,57,1975,1,0
1172,804,1,2025-06-01,1,20,774,966,40,1976,1,0
1173,804,1,2025-06-07,1,20,774,966,40,1977,1,0
1174,805,1,2023-02-20,1,28,1017,153,56,1979,1,0
1175,806,1,2026-04-16,1,10,405,2469,19,1980,1,0
1176,806,1,2026-04-04,1,10,405,2469,19,1981,1,0
1177,806,1,2026-04-05,1,10,405,2469,19,1982,1,0
1178,807,2,2023-10-28,1,8,355,1344,15,1983,1,0
1179,807,1,2023-10-23,1,8,355,1344,15,1984,1,0
1180,807,1,2023-10-15,1,8,355,1344,15,1986,1,0
1181,808,1,2023-02-25,1,19,749,2019,37,1987,1,0
1182,808,1,2023-02-04,1,19,749,2019,37,1988,1,0
1183,808,1,2023-02-16,1,19,749,2019,37,1989,1,0
1184,809,1,2024-03-22,1,10,410,714,20,1990,1,0
1185,809,1,2024-03-26,1,10,410,714,20,1992,1,0
1186,809,1,2024-03-06,1,10,410,714,20,1993,1,0
1187,810,1,2023-03-30,1,19,742,24,38,1995,1,0
1188,811,1,2025-03-03,1,30,1080,1338,59,1996,1,0
1189,812,1,2026-07-11,1,28,1016,669,55,1997,1,0
1190,813,1,2024-02-28,1,4,153,1081,7,2000,1,0
1191,815,1,2024-08-30,1,6,305,843,11,2006,1,0
1192,816,1,2024-04-14,1,3,113,401,6,2007,1,0
1193,817,1,2025-09-11,1,11,437,917,22,2009,1,0
1194,818,2,2025-10-20,1,16,628,2494,32,2012,1,0
1195,821,1,2026-05-26,1,17,681,657,33,2017,1,0
1196,821,1,2026-06-09,1,17,681,657,33,2020,1,0
1197,822,1,2023-11-29,1,16,634,2433,32,2021,1,0
1198,822,1,2023-12-06,1,16,634,2433,32,2023,1,0
1199,823,1,2025-03-26,1,11,459,864,22,2024,1,0
1200,824,1,2024-01-16,1,3,91,2152,6,2026,1,0
1201,824,1,2024-01-16,1,3,91,2152,6,2028,1,0
1202,825,1,2025-09-29,1,10,421,458,19,2029,1,0
1203,825,1,2025-09-16,1,10,421,458,19,2030,1,0
1204,825,1,2025-10-04,1,10,421,458,19,2031,1,0
1205,825,1,2025-09-17,1,10,421,458,19,2032,1,0
1206,826,1,2024-09-24,1,8,347,2000,15,2033,1,0
1207,827,1,2025-09-29,1,29,1056,288,58,2036,1,0
1208,827,1,2025-09-28,1,29,1056,288,58,2037,1,0
1209,828,1,2024-06-11,1,9,390,2019,18,2039,1,0
1210,828,1,2024-07-06,1,9,390,2019,18,2040,1,0
1211,830,1,2024-10-27,1,17,643,2329,34,2044,1,0
1212,831,1,2023-05-05,1,8,357,1295,15,2045,1,0
1213,832,1,2024-10-09,1,19,736,1204,38,2046,1,0
1214,832,1,2024-10-01,1,19,736,1204,38,2047,1,0
1215,832,1,2024-10-14,1,19,736,1204,38,2048,1,0
1216,833,1,2023-07-03,1,17,679,699,33,2049,1,0
1217,833,2,2023-06-27,1,17,679,699,33,2050,1,0
1218,834,1,2024-02-21,1,21,794,937,41,2053,1,0
1219,835,1,2024-05-09,1,31,1111,992,61,2056,1,0
1220,836,1,2024-09-01,1,7,317,2295,14,2057,1,0
1221,837,2,2023-09-24,1,25,931,1256,50,2058,1,0
1222,838,2,2025-07-13,1,22,862,1787,43,2061,1,0
1223,838,1,2025-07-24,1,22,862,1787,43,2063,1,0
1224,840,1,2025-08-02,1,1,21,536,1,2065,1,0
1225,841,1,2024-07-25,1,16,628,806,31,2066,1,0
1226,842,2,2023-03-01,1,17,684,712,33,2068,1,0
1227,842,1,2023-02-27,1,17,684,712,33,2069,1,0
1228,842,1,2023-03-10,1,17,684,712,33,2070,1,0
1229,843,1,2023-07-22,1,15,577,2365,29,2072,1,0
1230,844,1,2026-03-13,1,11,473,1506,22,2074,1,0
1231,846,2,2024-06-12,1,29,1047,2288,58,2078,1,0
1232,846,1,2024-06-06,1,29,1047,2288,58,2079,1,0
1233,849,1,2024-09-11,1,29,1047,376,58,2085,1,0
1234,849,2,2024-09-10,1,29,1047,376,58,2086,1,0
1235,849,2,2024-09-19,1,29,1047,376,58,2087,1,0
1236,850,1,2025-05-27,1,8,352,653,16,2090,1,0
1237,851,1,2024-11-30,1,16,621,287,32,2091,1,0
1238,851,2,2024-12-19,1,16,621,287,32,2092,1,0
1239,851,1,2024-12-03,1,16,621,287,32,2093,1,0
1240,852,1,2025-05-14,1,28,1025,1383,55,2095,1,0
1241,854,1,2024-01-05,1,22,851,1820,43,2097,1,0
1242,854,1,2024-01-12,1,22,851,1820,43,2098,1,0
1243,854,1,2024-01-19,1,22,851,1820,43,2099,1,0
1244,854,1,2024-01-25,1,22,851,1820,43,2100,1,0
1245,855,1,2023-07-14,1,25,941,330,50,2101,1,0
1246,855,1,2023-07-08,1,25,941,330,50,2102,1,0
1247,855,2,2023-06-29,1,25,941,330,50,2104,1,0
1248,858,1,2024-05-12,1,22,816,1381,43,2108,1,0
1249,859,1,2024-01-30,1,6,304,2252,11,2109,1,0
1250,859,1,2024-01-25,1,6,304,2252,11,2111,1,0
1251,860,1,2023-03-12,1,11,474,1283,22,2112,1,0
1252,860,1,2023-03-11,1,11,474,1283,22,2114,1,0
1253,861,1,2024-06-27,1,23,872,196,45,2115,1,0
1254,861,1,2024-06-22,1,23,872,196,45,2116,1,0
1255,861,1,2024-07-09,1,23,872,196,45,2117,1,0
1256,862,1,2023-06-25,1,19,739,1350,38,2118,1,0
1257,862,1,2023-06-28,1,19,739,1350,38,2119,1,0
1258,862,1,2023-06-10,1,19,739,1350,38,2120,1,0
1259,863,1,2024-11-22,1,3,139,886,5,2122,1,0
1260,864,2,2025-05-09,1,10,407,610,19,2124,1,0
1261,864,1,2025-05-10,1,10,407,610,19,2126,1,0
1262,865,1,2023-09-02,1,17,655,442,34,2127,1,0
1263,866,1,2023-03-07,1,1,12,1555,2,2129,1,0
1264,866,1,2023-03-18,1,1,12,1555,2,2131,1,0
1265,866,1,2023-02-21,1,1,12,1555,2,2132,1,0
1266,867,1,2024-01-10,1,31,1111,1912,62,2133,1,0
1267,867,1,2024-01-04,1,31,1111,1912,62,2134,1,0
1268,867,1,2024-01-12,1,31,1111,1912,62,2135,1,0
1269,867,1,2023-12-16,1,31,1111,1912,62,2136,1,0
1270,868,2,2023-11-28,1,5,275,1870,10,2137,1,0
1271,869,1,2025-03-03,1,31,1105,1585,61,2138,1,0
1272,870,1,2025-07-04,1,12,494,95,23,2141,1,0
1273,870,1,2025-07-12,1,12,494,95,23,2142,1,0
1274,870,1,2025-07-06,1,12,494,95,23,2143,1,0
1275,871,1,2025-05-06,1,26,979,58,52,2144,1,0
1276,872,1,2024-11-07,1,5,257,614,10,2145,1,0
1277,873,2,2026-02-20,1,11,478,970,21,2146,1,0
1278,873,2,2026-03-08,1,11,478,970,21,2147,1,0
1279,873,1,2026-02-19,1,11,478,970,21,2148,1,0
1280,873,1,2026-03-06,1,11,478,970,21,2149,1,0
1281,875,1,2024-12-02,1,16,633,159,32,2151,1,0
1282,875,1,2024-12-08,1,16,633,159,32,2152,1,0
1283,877,2,2024-06-01,1,13,527,1696,26,2154,1,0
1284,877,1,2024-05-18,1,13,527,1696,26,2156,1,0
1285,878,1,2023-06-05,1,13,534,2169,25,2158,1,0
1286,879,1,2024-08-17,1,28,1022,1936,55,2160,1,0
1287,879,1,2024-08-03,1,28,1022,1936,55,2161,1,0
1288,879,1,2024-08-04,1,28,1022,1936,55,2162,1,0
1289,879,1,2024-08-12,1,28,1022,1936,55,2163,1,0
1290,880,1,2024-12-29,1,28,1037,738,55,2164,1,0
1291,880,1,2025-01-11,1,28,1037,738,55,2166,1,0
1292,881,1,2023-05-29,1,11,444,2500,21,2167,1,0
1293,882,1,2024-06-27,1,17,655,1903,34,2168,1,0
1294,882,1,2024-06-23,1,17,655,1903,34,2169,1,0
1295,882,1,2024-07-03,1,17,655,1903,34,2170,1,0
1296,883,1,2025-11-10,1,29,1060,782,58,2172,1,0
1297,884,1,2023-08-17,1,19,721,680,38,2175,1,0
1298,884,1,2023-08-07,1,19,721,680,38,2176,1,0
1299,884,1,2023-08-03,1,19,721,680,38,2177,1,0
1300,885,1,2026-01-13,1,28,1022,2138,56,2178,1,0
1301,887,1,2024-08-05,1,20,770,721,39,2182,1,0
1302,887,1,2024-07-13,1,20,770,721,39,2183,1,0
1303,887,1,2024-07-21,1,20,770,721,39,2184,1,0
1304,888,1,2025-01-08,1,26,977,1529,51,2185,1,0
1305,888,1,2025-01-21,1,26,977,1529,51,2186,1,0
1306,890,1,2024-04-10,1,17,685,52,34,2192,1,0
1307,890,1,2024-04-04,1,17,685,52,34,2193,1,0
1308,891,1,2023-09-24,1,5,243,1815,9,2195,1,0
1309,892,1,2025-11-11,1,31,1105,888,62,2198,1,0
1310,893,1,2025-03-10,1,17,671,1135,33,2201,1,0
1311,893,1,2025-03-21,1,17,671,1135,33,2202,1,0
1312,894,2,2025-02-12,1,3,129,989,5,2203,1,0
1313,895,2,2025-06-20,1,7,329,87,14,2206,1,0
1314,897,1,2024-01-19,1,23,892,1245,46,2208,1,0
1315,898,1,2025-07-06,1,6,297,225,12,2209,1,0
1316,898,1,2025-07-20,1,6,297,225,12,2210,1,0
1317,899,1,2023-08-02,1,20,760,1510,39,2211,1,0
1318,899,1,2023-08-14,1,20,760,1510,39,2213,1,0
1319,900,2,2024-11-21,1,23,886,2011,45,2215,1,0
1320,900,1,2024-11-26,1,23,886,2011,45,2216,1,0
1321,903,1,2025-07-19,1,17,677,1994,34,2223,1,0
1322,903,1,2025-07-18,1,17,677,1994,34,2224,1,0
1323,904,1,2023-04-21,1,20,771,2479,40,2225,1,0
1324,904,1,2023-04-11,1,20,771,2479,40,2226,1,0
1325,905,1,2026-08-06,1,17,648,1230,33,2229,1,0
1326,906,1,2025-04-15,1,10,419,2080,20,2231,1,0
1327,907,1,2026-04-26,1,3,96,1350,6,2234,1,0
1328,907,1,2026-04-29,1,3,96,1350,6,2235,1,0
1329,908,1,2025-10-16,1,4,148,1264,7,2236,1,0
1330,909,1,2023-02-15,1,5,211,175,9,2238,1,0
1331,911,1,2024-04-27,1,18,719,112,36,2240,1,0
1332,911,2,2024-05-12,1,18,719,112,36,2241,1,0
1333,911,2,2024-05-08,1,18,719,112,36,2242,1,0
1334,912,1,2024-08-26,1,6,307,383,11,2244,1,0
1335,912,1,2024-09-07,1,6,307,383,11,2245,1,0
1336,913,1,2025-06-12,1,17,636,1098,33,2246,1,0
1337,914,1,2026-02-18,1,30,1070,2433,60,2248,1,0
1338,917,1,2023-12-07,1,29,1067,1082,58,2254,1,0
1339,919,2,2026-07-18,1,22,832,2225,44,2257,1,0
1340,919,2,2026-07-20,1,22,832,2225,44,2259,1,0
1341,920,2,2025-01-26,1,7,318,699,13,2260,1,0
1342,921,1,2024-12-15,1,2,73,1388,4,2263,1,0
1343,922,1,2023-04-01,1,25,939,1256,50,2266,1,0
1344,923,2,2026-07-15,1,25,946,1676,50,2267,1,0
1345,924,1,2024-04-19,1,29,1062,1576,57,2268,1,0
1346,924,1,2024-04-25,1,29,1062,1576,57,2269,1,0
1347,924,1,2024-04-28,1,29,1062,1576,57,2270,1,0
1348,925,1,2023-09-14,1,27,987,1696,53,2271,1,0
1349,925,1,2023-09-07,1,27,987,1696,53,2272,1,0
1350,925,1,2023-09-22,1,27,987,1696,53,2273,1,0
1351,927,1,2024-08-28,1,5,266,2277,9,2275,1,0
1352,928,1,2025-12-18,1,10,413,939,19,2276,1,0
1353,928,1,2025-12-12,1,10,413,939,19,2277,1,0
1354,929,1,2025-01-27,1,9,380,140,17,2282,1,0
1355,930,1,2026-04-25,1,12,509,712,23,2284,1,0
1356,931,1,2024-06-03,1,6,305,1797,12,2286,1,0
1357,932,2,2023-11-26,1,4,159,431,7,2288,1,0
1358,932,1,2023-11-12,1,4,159,431,7,2289,1,0
1359,932,1,2023-11-23,1,4,159,431,7,2290,1,0
1360,933,1,2025-05-31,1,3,101,305,6,2291,1,0
1361,934,1,2024-05-05,1,28,1035,1802,55,2293,1,0
1362,935,1,2025-04-22,1,24,898,11,47,2299,1,0
1363,935,1,2025-05-02,1,24,898,11,47,2300,1,0
1364,937,1,2023-09-19,1,15,582,118,30,2302,1,0
1365,938,1,2026-07-02,1,21,793,1483,41,2305,1,0
1366,938,2,2026-07-23,1,21,793,1483,41,2307,1,0
1367,938,1,2026-07-03,1,21,793,1483,41,2308,1,0
1368,939,2,2023-10-25,1,5,216,2310,10,2309,1,0
1369,939,1,2023-11-04,1,5,216,2310,10,2310,1,0
1370,940,2,2023-10-08,1,27,994,1717,53,2312,1,0
1371,940,1,2023-10-14,1,27,994,1717,53,2313,1,0
1372,940,1,2023-10-20,1,27,994,1717,53,2314,1,0
1373,941,1,2026-04-26,1,25,925,2478,50,2315,1,0
1374,941,2,2026-04-24,1,25,925,2478,50,2316,1,0
1375,942,1,2025-06-04,1,29,1062,981,57,2318,1,0
1376,943,2,2023-05-28,1,22,844,669,44,2320,1,0
1377,944,1,2025-10-13,1,30,1096,121,59,2324,1,0
1378,945,1,2023-01-27,1,12,496,532,24,2325,1,0
1379,945,1,2023-01-23,1,12,496,532,24,2326,1,0
1380,946,2,2025-12-27,1,8,362,38,15,2328,1,0
1381,947,1,2023-02-24,1,16,616,1340,32,2329,1,0
1382,947,1,2023-02-11,1,16,616,1340,32,2330,1,0
1383,948,1,2026-04-01,1,8,359,218,16,2333,1,0
1384,949,2,2025-07-22,1,22,843,1240,43,2334,1,0
1385,949,2,2025-08-05,1,22,843,1240,43,2336,1,0
1386,950,1,2025-07-26,1,15,582,1054,30,2339,1,0
1387,951,2,2024-11-13,1,7,319,2192,14,2341,1,0
1388,952,1,2023-03-21,1,2,56,857,3,2343,1,0
1389,952,1,2023-03-21,1,2,56,857,3,2344,1,0
1390,952,1,2023-04-02,1,2,56,857,3,2346,1,0
1391,953,1,2025-07-12,1,31,1121,2318,61,2347,1,0
1392,953,1,2025-07-17,1,31,1121,2318,61,2348,1,0
1393,953,1,2025-06-22,1,31,1121,2318,61,2349,1,0
1394,954,1,2025-12-01,1,30,1095,1345,59,2350,1,0
1395,954,1,2025-11-12,1,30,1095,1345,59,2352,1,0
1396,955,1,2023-06-26,1,27,991,495,53,2354,1,0
1397,955,1,2023-06-15,1,27,991,495,53,2355,1,0
1398,955,1,2023-07-06,1,27,991,495,53,2356,1,0
1399,956,2,2023-02-05,1,9,395,2150,17,2358,1,0
1400,956,1,2023-01-27,1,9,395,2150,17,2360,1,0
1401,956,1,2023-02-05,1,9,395,2150,17,2361,1,0
1402,958,1,2025-09-06,1,14,556,1356,28,2363,1,0
1403,958,1,2025-09-03,1,14,556,1356,28,2364,1,0
1404,958,1,2025-08-20,1,14,556,1356,28,2365,1,0
1405,959,1,2024-04-05,1,13,542,107,25,2366,1,0
1406,960,1,2024-02-26,1,6,289,1945,11,2367,1,0
1407,962,1,2023-09-12,1,25,925,1618,50,2370,1,0
1408,962,1,2023-09-13,1,25,925,1618,50,2372,1,0
1409,965,1,2025-05-07,1,10,420,2140,19,2379,1,0
1410,965,1,2025-05-03,1,10,420,2140,19,2380,1,0
1411,966,1,2026-05-05,1,8,353,2295,15,2381,1,0
1412,966,1,2026-05-07,1,8,353,2295,15,2382,1,0
1413,967,1,2025-08-25,1,13,536,529,26,2385,1,0
1414,968,1,2026-08-04,1,1,15,1363,1,2389,1,0
1415,970,1,2024-04-08,1,25,948,694,49,2391,1,0
1416,970,2,2024-04-08,1,25,948,694,49,2392,1,0
1417,970,1,2024-04-21,1,25,948,694,49,2393,1,0
1418,970,1,2024-04-28,1,25,948,694,49,2394,1,0
1419,971,1,2026-05-16,1,31,1102,1649,61,2396,1,0
1420,971,1,2026-05-03,1,31,1102,1649,61,2397,1,0
1421,971,1,2026-05-24,1,31,1102,1649,61,2398,1,0
1422,972,1,2025-12-26,1,5,247,29,9,2399,1,0
1423,972,1,2025-12-17,1,5,247,29,9,2400,1,0
1424,972,1,2025-12-23,1,5,247,29,9,2401,1,0
1425,973,2,2026-04-25,1,3,139,520,5,2403,1,0
1426,973,1,2026-04-07,1,3,139,520,5,2404,1,0
1427,974,1,2023-05-07,1,5,182,983,10,2405,1,0
1428,975,1,2026-06-28,1,3,117,2320,5,2406,1,0
1429,975,2,2026-06-15,1,3,117,2320,5,2407,1,0
1430,976,1,2026-03-03,1,9,377,1420,17,2409,1,0
1431,977,1,2025-06-11,1,20,766,1739,39,2411,1,0
1432,977,1,2025-05-14,1,20,766,1739,39,2412,1,0
1433,978,1,2025-07-08,1,21,806,1741,42,2413,1,0
1434,978,1,2025-07-20,1,21,806,1741,42,2414,1,0
1435,979,1,2024-07-13,1,12,512,330,24,2415,1,0
1436,979,2,2024-07-28,1,12,512,330,24,2416,1,0
1437,980,1,2025-03-06,1,23,873,2151,46,2417,1,0
1438,982,1,2024-01-14,1,7,335,622,14,2421,1,0
1439,983,1,2024-06-28,1,5,204,1927,9,2422,1,0
1440,984,1,2026-02-09,1,3,115,1303,5,2423,1,0
1441,984,1,2026-01-21,1,3,115,1303,5,2424,1,0
1442,984,1,2026-01-30,1,3,115,1303,5,2425,1,0
1443,984,1,2026-01-17,1,3,115,1303,5,2426,1,0
1444,986,1,2024-08-05,1,26,953,1160,52,2430,1,0
1445,986,2,2024-07-13,1,26,953,1160,52,2432,1,0
1446,988,1,2026-01-31,1,17,639,581,33,2435,1,0
1447,989,1,2025-09-12,1,5,277,805,10,2436,1,0
1448,990,1,2026-04-13,1,21,798,2001,41,2437,1,0
1449,990,1,2026-04-22,1,21,798,2001,41,2439,1,0
1450,991,1,2025-04-16,1,2,80,546,3,2441,1,0
1451,993,1,2023-02-12,1,3,115,1834,5,2444,1,0
1452,993,2,2023-02-17,1,3,115,1834,5,2445,1,0
1453,994,1,2025-08-25,1,25,931,1127,49,2447,1,0
1454,995,1,2024-01-25,1,23,880,2234,46,2449,1,0
1455,995,2,2024-01-24,1,23,880,2234,46,2450,1,0
1456,996,1,2026-06-03,1,18,692,1988,36,2452,1,0
1457,998,1,2024-12-14,1,2,45,1098,4,2455,1,0
1458,1000,1,2023-08-23,1,5,212,1682,10,2460,1,0
1459,1003,1,2024-08-27,1,5,277,1524,10,2465,1,0
1460,1004,1,2026-04-06,1,15,601,852,30,2466,1,0
1461,1004,2,2026-03-24,1,15,601,852,30,2467,1,0
1462,1005,1,2023-09-14,1,14,548,295,27,2470,1,0
1463,1005,1,2023-09-07,1,14,548,295,27,2471,1,0
1464,1005,2,2023-09-25,1,14,548,295,27,2472,1,0
1465,1006,1,2023-02-07,1,17,667,766,34,2473,1,0
1466,1006,1,2023-02-14,1,17,667,766,34,2474,1,0
1467,1007,1,2026-05-24,1,23,878,1670,45,2475,1,0
1468,1009,1,2023-05-29,1,31,1124,701,61,2481,1,0
1469,1009,1,2023-06-05,1,31,1124,701,61,2482,1,0
1470,1010,1,2025-01-26,1,5,199,2302,9,2484,1,0
1471,1011,1,2026-05-08,1,22,858,82,43,2486,1,0
1472,1011,1,2026-05-06,1,22,858,82,43,2487,1,0
1473,1011,1,2026-05-12,1,22,858,82,43,2488,1,0
1474,1012,1,2026-02-15,1,3,110,1478,5,2489,1,0
1475,1013,1,2025-06-30,1,3,87,2068,6,2494,1,0
1476,1014,1,2023-08-19,1,10,408,542,20,2497,1,0
1477,1015,1,2024-03-13,1,15,583,5,29,2498,1,0
1478,1015,1,2024-03-08,1,15,583,5,29,2499,1,0
1479,1016,1,2025-10-06,1,18,712,467,36,2500,1,0
1480,1017,1,2025-02-22,1,8,347,1689,16,2504,1,0
1481,1017,1,2025-03-15,1,8,347,1689,16,2506,1,0
1482,1018,2,2024-04-24,1,24,904,254,48,2508,1,0
1483,1019,1,2023-12-06,1,18,701,322,35,2511,1,0
1484,1019,1,2023-11-26,1,18,701,322,35,2512,1,0
1485,1020,1,2026-08-07,1,2,86,1380,3,2514,1,0
1486,1020,1,2026-07-31,1,2,86,1380,3,2515,1,0
1487,1021,1,2025-09-23,1,2,46,174,4,2517,1,0
1488,1021,1,2025-09-28,1,2,46,174,4,2518,1,0
1489,1022,2,2024-10-11,1,27,1007,1264,53,2519,1,0
1490,1023,1,2023-05-05,1,21,786,856,42,2520,1,0
1491,1023,1,2023-05-17,1,21,786,856,42,2521,1,0
1492,1024,1,2024-03-20,1,26,971,1067,52,2524,1,0
1493,1024,1,2024-03-07,1,26,971,1067,52,2525,1,0
1494,1026,1,2024-12-09,1,23,884,1961,45,2529,1,0
1495,1027,1,2025-01-29,1,22,815,2500,43,2532,1,0
1496,1028,1,2024-05-09,1,26,955,724,51,2533,1,0
1497,1028,1,2024-05-12,1,26,955,724,51,2534,1,0
1498,1029,1,2026-01-25,1,27,984,1654,54,2535,1,0
1499,1030,1,2026-07-02,1,22,814,1965,44,2537,1,0
1500,1030,1,2026-07-10,1,22,814,1965,44,2539,1,0
1501,1031,1,2024-01-29,1,8,354,107,15,2540,1,0
1502,1031,1,2024-02-12,1,8,354,107,15,2541,1,0
1503,1031,1,2024-02-19,1,8,354,107,15,2542,1,0
1504,1034,1,2025-03-31,1,20,760,1929,39,2547,1,0
1505,1034,1,2025-03-24,1,20,760,1929,39,2548,1,0
1506,1035,1,2023-06-24,1,6,288,1831,11,2550,1,0
1507,1037,1,2023-02-02,1,2,64,1107,3,2552,1,0
1508,1037,1,2023-02-03,1,2,64,1107,3,2554,1,0
1509,1038,1,2026-05-07,1,26,971,194,51,2555,1,0
1510,1038,2,2026-05-25,1,26,971,194,51,2557,1,0
1511,1039,1,2023-02-11,1,22,853,1491,43,2559,1,0
1512,1040,1,2026-03-14,1,31,1120,1231,62,2560,1,0
1513,1040,1,2026-03-12,1,31,1120,1231,62,2561,1,0
1514,1042,1,2024-11-24,1,31,1106,786,61,2564,1,0
1515,1042,1,2024-11-18,1,31,1106,786,61,2565,1,0
1516,1042,1,2024-11-17,1,31,1106,786,61,2566,1,0
1517,1043,1,2025-10-12,1,4,154,2109,8,2568,1,0
1518,1044,1,2025-07-04,1,31,1111,530,61,2570,1,0
1519,1046,2,2025-11-15,1,21,796,1611,41,2574,1,0
1520,1047,1,2023-07-01,1,8,367,758,15,2576,1,0
1521,1047,1,2023-07-03,1,8,367,758,15,2577,1,0
1522,1048,1,2026-03-07,1,8,352,93,15,2578,1,0
1523,1048,2,2026-03-14,1,8,352,93,15,2579,1,0
1524,1049,1,2023-03-04,1,11,450,1738,22,2582,1,0
1525,1049,1,2023-02-07,1,11,450,1738,22,2583,1,0
1526,1049,1,2023-02-15,1,11,450,1738,22,2584,1,0
1527,1050,1,2023-07-07,1,16,627,1780,32,2585,1,0
1528,1051,1,2024-08-19,1,1,17,2335,1,2588,1,0
1529,1051,2,2024-08-25,1,1,17,2335,1,2591,1,0
1530,1052,2,2023-09-21,1,5,226,526,9,2592,1,0
1531,1052,1,2023-09-05,1,5,226,526,9,2593,1,0
1532,1053,1,2023-05-23,1,24,914,1419,47,2594,1,0
1533,1053,1,2023-06-03,1,24,914,1419,47,2595,1,0
1534,1054,1,2023-09-11,1,5,240,692,10,2598,1,0
1535,1054,1,2023-09-12,1,5,240,692,10,2599,1,0
1536,1056,1,2023-08-31,1,13,537,2408,25,2601,1,0
1537,1057,1,2024-10-06,1,22,827,885,43,2604,1,0
1538,1059,1,2026-08-01,1,21,796,2216,42,2606,1,0
1539,1059,1,2026-07-22,1,21,796,2216,42,2608,1,0
1540,1059,1,2026-08-07,1,21,796,2216,42,2609,1,0
1541,1060,1,2025-12-08,1,17,691,1109,33,2610,1,0
1542,1060,1,2026-01-04,1,17,691,1109,33,2611,1,0
1543,1060,2,2025-12-21,1,17,691,1109,33,2613,1,0
1544,1061,1,2025-11-16,1,11,438,484,21,2614,1,0
1545,1061,1,2025-11-03,1,11,438,484,21,2616,1,0
1546,1062,1,2025-05-19,1,8,347,1331,15,2618,1,0
1547,1064,1,2023-02-07,1,22,814,2430,44,2621,1,0
1548,1065,1,2025-04-28,1,4,159,536,7,2624,1,0
1549,1066,1,2024-05-15,1,11,443,797,21,2625,1,0
1550,1066,1,2024-05-22,1,11,443,797,21,2626,1,0
1551,1066,1,2024-04-26,1,11,443,797,21,2627,1,0
1552,1068,1,2024-03-18,1,29,1047,713,57,2631,1,0
1553,1069,2,2024-09-28,1,14,551,1983,28,2632,1,0
1554,1070,1,2023-07-23,1,5,198,281,10,2635,1,0
1555,1071,1,2024-02-05,1,7,318,2201,14,2637,1,0
1556,1071,1,2024-02-09,1,7,318,2201,14,2638,1,0
1557,1071,1,2024-02-25,1,7,318,2201,14,2639,1,0
1558,1071,1,2024-02-09,1,7,318,2201,14,2640,1,0
1559,1072,1,2025-07-29,1,11,481,808,22,2641,1,0
1560,1072,1,2025-08-01,1,11,481,808,22,2643,1,0
1561,1073,1,2024-05-01,1,2,58,1859,3,2644,1,0
1562,1073,1,2024-05-11,1,2,58,1859,3,2645,1,0
1563,1074,1,2024-03-02,1,23,874,923,46,2646,1,0
1564,1074,2,2024-03-11,1,23,874,923,46,2647,1,0
1565,1075,1,2025-04-05,1,2,67,1397,3,2650,1,0
1566,1076,1,2024-03-08,1,5,205,455,10,2651,1,0
1567,1077,1,2025-09-20,1,13,532,981,25,2652,1,0
1568,1078,1,2026-03-03,1,24,909,1285,48,2656,1,0
1569,1079,1,2023-09-20,1,26,955,1153,52,2657,1,0
1570,1080,1,2023-09-11,1,9,389,1992,18,2659,1,0
1571,1080,1,2023-09-20,1,9,389,1992,18,2660,1,0
1572,1080,1,2023-09-06,1,9,389,1992,18,2661,1,0
1573,1081,1,2026-05-31,1,18,702,1513,36,2662,1,0
1574,1081,2,2026-05-29,1,18,702,1513,36,2665,1,0
1575,1082,1,2024-07-23,1,5,244,136,10,2666,1,0
1576,1082,1,2024-07-08,1,5,244,136,10,2668,1,0
1577,1082,1,2024-06-23,1,5,244,136,10,2669,1,0
1578,1083,1,2023-08-12,1,19,725,936,38,2670,1,0
1579,1084,1,2023-05-02,1,19,729,1245,38,2671,1,0
1580,1084,2,2023-04-22,1,19,729,1245,38,2672,1,0
1581,1084,2,2023-04-30,1,19,729,1245,38,2673,1,0
1582,1085,1,2024-03-07,1,3,87,218,6,2675,1,0
1583,1087,1,2025-04-15,1,12,494,26,23,2679,1,0
1584,1088,1,2024-09-26,1,7,333,949,14,2681,1,0
1585,1089,1,2023-03-21,1,5,184,928,9,2684,1,0
1586,1089,1,2023-03-22,1,5,184,928,9,2685,1,0
1587,1090,2,2024-10-03,1,19,746,2013,37,2686,1,0
1588,1090,1,2024-09-30,1,19,746,2013,37,2687,1,0
1589,1090,1,2024-10-13,1,19,746,2013,37,2689,1,0
1590,1091,2,2026-05-23,1,6,308,1836,12,2691,1,0
1591,1092,1,2025-05-19,1,15,586,1241,30,2692,1,0
1592,1093,1,2024-09-10,1,22,855,1277,44,2695,1,0
1593,1093,1,2024-09-17,1,22,855,1277,44,2696,1,0
1594,1094,1,2025-04-25,1,17,679,1740,34,2698,1,0
1595,1096,1,2024-10-24,1,5,188,1130,9,2702,1,0
1596,1096,1,2024-10-31,1,5,188,1130,9,2703,1,0
1597,1097,1,2023-09-17,1,3,130,979,5,2704,1,0
